"pop1","pop2","pop3","pop4","est","se","z","p","n"
"XG1","GD7","QT2","SP1",0.582698558981334,0.0584011314793907,9.97752174008757,1.91182156549658e-23,2118746
"XG1","GD7","KL1","SP1",0.574619977685565,0.058997408072387,9.73974953239527,2.04056682223069e-22,2097112
"XG1","GD7","KL2","SP1",0.594593490774602,0.0591654502964079,10.0496740546349,9.21717773267508e-24,2418388
"XG1","GD7","FH1","SP1",0.578578413005625,0.0571552019017652,10.1229353366654,4.37106220899366e-24,1988360
"XG1","TW4","UQ1","SP1",0.541936689722368,0.0702287780002684,7.71673244435917,1.19349819519669e-14,2459336
"XG1","TW4","CN1","SP1",0.53278158760838,0.0715918266184403,7.4419331475913,9.92224364462182e-14,2460078
"XG1","TW4","CN10","SP1",0.531753017955752,0.071739099729364,7.41231796832958,1.24110746523011e-13,2459404
"XG1","TW4","AL1","SP1",0.536827518515255,0.0708224862458594,7.57990218885659,3.45815570348856e-14,2402956
"XG1","TW4","AL2","SP1",0.528448477830986,0.068410559457414,7.72466242086425,1.12150157609215e-14,2174115
"XG1","TW4","QT1","SP1",0.539333721690277,0.0671821199347996,8.02793544195541,9.91266154721255e-16,2185838
"XG1","TW4","QT2","SP1",0.531649936686242,0.0681130665072923,7.80540304449987,5.931168689566e-15,2150993
"XG1","TW4","KL1","SP1",0.530084401802039,0.0670766163851901,7.90267056343464,2.72990401276344e-15,2128956
"XG1","TW4","KL2","SP1",0.539895623831288,0.0719585122981463,7.50287362243308,6.24337404326853e-14,2454957
"XG1","TW4","FH1","SP1",0.528582078960114,0.0673092505181084,7.85303765665774,4.06079674277033e-15,2018545
"XG1","GX4","UQ1","SP1",0.522272950930371,0.0701046031924019,7.44990952301653,9.34042656531853e-14,2453620
"XG1","GX4","CN1","SP1",0.518580056096647,0.0717355018952285,7.22905733417808,4.86358086428549e-13,2454283
"XG1","GX4","CN10","SP1",0.513374245706104,0.0724888039725967,7.082117755732,1.41967937116783e-12,2453603
"XG1","GX4","AL1","SP1",0.520833451570994,0.0695576136215271,7.48779931417606,7.00380080799127e-14,2397240
"XG1","GX4","AL2","SP1",0.508058519922821,0.0688346126436479,7.3808582689788,1.57272360104379e-13,2168819
"XG1","GX4","QT1","SP1",0.513880967173752,0.0672682357743696,7.63928117421433,2.18437812179408e-14,2180493
"XG1","GX4","QT2","SP1",0.511055089070497,0.067617534225173,7.55802610856282,4.09231917188064e-14,2145694
"XG1","GX4","KL1","SP1",0.509553638480302,0.0669873320101446,7.60671642219061,2.8114725583164e-14,2123664
"XG1","GX4","KL2","SP1",0.525155186908173,0.0699795279720399,7.5044116776266,6.17050982774165e-14,2449257
"XG1","GX4","FH1","SP1",0.511287114628197,0.0665559871848781,7.68206041641231,1.56549969272624e-14,2013496
"XG1","GX15","UQ1","SP1",0.529744586101108,0.081456089910287,6.50343745549966,7.85050703980477e-11,2365274
"XG1","GX15","CN1","SP1",0.520439359102333,0.082752764245315,6.28908730540439,3.19337849111301e-10,2365842
"XG1","GX15","CN10","SP1",0.516874316930898,0.0834197858023544,6.19606382298226,5.78926592781298e-10,2365270
"XG1","GX15","AL1","SP1",0.527930936129619,0.0807718623809005,6.53607482318563,6.31543292906922e-11,2310050
"XG1","GX15","AL2","SP1",0.529599550785164,0.0778643837564348,6.80156350356265,1.03489761468761e-11,2087723
